1,0.072229
1,0.049984
1,0.085329
1,0.060514
1,0.089812
1,0.06951
1,0.06911
1,0.082541
1,0.057571
1,0.062182
1,0.079759
1,0.10365
1,0.087732
1,0.060252
1,0.085273
1,0.084952
1,0.044423
1,0.088089
1,0.075068
1,0.11012
1,0.078656
1,0.10446
1,0.10077
1,0.067688
1,0.066722
1,0.055884
2,0.0979
2,0.067669
2,0.072181
2,0.060661
2,0.1013
2,0.064834
2,0.060493
2,0.051082
2,0.049803
2,0.1132
2,0.044444
2,0.052942
2,0.072601
2,0.051822
2,0.0472
2,0.075507
2,0.1001
2,0.037627
2,0.031869
2,0.072281
2,0.060609
2,0.072301
2,0.042893
2,0.048966
2,0.058791
2,0.063285
2,0.1258
2,0.05885
2,0.069927
2,0.09264
2,0.067566
2,0.072727
2,0.053295
2,0.050598
2,0.055934
2,0.1353
2,0.083666
